site_id,trap_number,calendar_week,hatched_eggs,embryonating_eggs,total_eggs,albopictus_female,albopictus_male,triseriatus_female,triseriatus_male,japonicus_female,japonicus_male,total_albo,total_tris,total_jap,rainfall_station,percent_forest_250m,percent_open_250m,percent_built_250m,percent_water_250m,percent_crop_250m,percent_forest_1000m,percent_open_1000m,percent_built_1000m,percent_water_1000m,percent_crop_1000m,mean_avg_temp,lagged_avgtemp_1week,lagged_avgtemp_2week,lagged_avgtemp_3week,total_rainfall,lagged_rainfall_1week,lagged_rainfall_2week,lagged_rainfall_3week,calendar_month,domland_250m,domland_1000m,percent_hatch,total_aedes,common_name,
WC,1,29,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,williams_creek,0,93.65079365,3.174603175,0,3.174603175,42.04946996,30.91872792,24.64664311,0,2.385159011,26.11111111,25.31746032,27.06349206,26.66666667,9.398,55.88,78.994,86.106,July,open,forest,NA,NA,Woodlawn Cemetery, 1500240.31061063)
WT,1,29,35,183,218,7,0,22,28,0,0,7,50,0,williams_creek,98.1981982,0.900900901,0.900900901,0,0,88.59872611,6.878980892,3.439490446,0,1.082802548,26.11111111,25.31746032,27.06349206,26.66666667,9.398,55.88,78.994,86.106,July,forest,forest,26.14678899,57,Williams Hastie Natural Area, 1500497.83772631)
WW,1,29,2,24,26,7,10,0,0,0,0,17,0,0,walden_drive,0,85.71428571,14.28571429,0,0,5.009451796,38.94139887,56.04914934,0,0,26.11111111,25.31746032,27.06349206,26.66666667,17.018,66.294,109.22,124.206,July,open,built,65.38461538,17,Westwood Park, 1499426.48965484)
AB,1,30,2,15,17,4,5,0,6,0,0,9,6,0,walden_drive,2.325581395,20.93023256,76.74418605,0,0,24.11764706,38.33333333,37.25490196,0,0.294117647,27.14285714,26.11111111,25.31746032,27.06349206,66.548,17.018,83.312,126.238,July,built,open,88.23529412,15,Ancient Burial Site (Rocky Hill Cemetery), 1495624.68655496)
BC,1,30,45,55,100,27,32,1,0,0,0,59,1,0,walden_drive,0,59,41,0,0,0.087642419,15.24978089,84.04907975,0,0.613496933,27.14285714,26.11111111,25.31746032,27.06349206,66.548,17.018,83.312,126.238,July,open,built,60,60,Bearden Cemetery, 1496741.90364521)
CC,1,30,112,111,223,19,23,16,17,0,0,42,33,0,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,27.14285714,26.11111111,25.31746032,27.06349206,113.284,9.398,65.278,88.392,July,built,built,33.632287,75,Calvary Catholic Cemetery, 1504616.15010412)
CC,1,30,NA,NA,NA,19,23,16,17,0,0,NA,NA,NA,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,27.14285714,26.11111111,25.31746032,27.06349206,113.284,9.398,65.278,88.392,July,built,built,NA,NA,Calvary Catholic Cemetery, 1504616.15010412)
CP,1,30,25,154,179,11,7,64,42,0,0,18,106,0,tyson_park,81.48148148,0,0,0,18.51851852,80.91603053,10.43256997,4.834605598,0,3.816793893,27.14285714,26.11111111,25.31746032,27.06349206,78.994,10.922,105.156,118.11,July,forest,forest,69.27374302,124,Charter E. Doyle Park, 1498602.50493119)
DH,1,30,96,44,140,52,32,0,0,0,0,84,0,0,walden_drive,0,8.695652174,89.13043478,0,0,1.608806097,17.95088908,80.35563082,0,0,27.14285714,26.11111111,25.31746032,27.06349206,66.548,17.018,83.312,126.238,July,built,built,60,84,Deane Hill Recreation Center, 1496935.67964537)
FR,1,30,9,26,35,0,0,10,13,0,0,0,23,0,williams_creek,82,0,0,16,2,64.6093237,3.939592909,11.09652003,12.60669731,7.747866054,27.14285714,26.11111111,25.31746032,27.06349206,113.284,9.398,65.278,88.392,July,forest,forest,65.71428571,23,Forks of the River Wildlife Management Area Parking, 1501315.62068991)
HG,1,30,52,44,96,0,3,16,12,0,0,3,28,0,tyson_park,97.34513274,1.769911504,0.884955752,0,0,58.22064057,10.88967972,17.15302491,13.52313167,0.213523132,27.14285714,26.11111111,25.31746032,27.06349206,78.994,10.922,105.156,118.11,July,forest,forest,32.29166667,31,High Grounds Park, 1500264.33133114)
HM,1,30,127,65,192,15,38,0,0,0,0,53,0,0,walden_drive,0,48.4375,51.5625,0,0,3.344768439,45.36878216,51.2864494,0,0,27.14285714,26.11111111,25.31746032,27.06349206,66.548,17.018,83.312,126.238,July,built,built,27.60416667,53,Highland Memorial Cemetery, 1499937.08609212)
HR,1,30,10,112,122,22,18,13,13,0,0,40,26,0,williams_creek,53.06122449,3.06122449,0,1.020408163,42.85714286,35.09833585,14.22087746,6.580937973,9.455370651,34.3419062,27.14285714,26.11111111,25.31746032,27.06349206,113.284,9.398,65.278,88.392,July,forest,forest,54.09836066,66,Holston River Park, 1505548.78487293)
IC,1,30,1,15,16,4,4,0,0,0,0,8,0,0,williams_creek,63.91752577,30.92783505,5.154639175,0,0,66.88500728,20.45123726,10.69868996,0.58224163,1.382823872,27.14285714,26.11111111,25.31746032,27.06349206,113.284,9.398,65.278,88.392,July,forest,forest,50,8,Ijams Crag Parking, 1502118.94569032)
LP,1,30,66,128,194,20,25,8,9,0,0,45,17,0,walden_drive,5.769230769,55.76923077,38.46153846,0,0,2.857142857,28.33976834,19.07335907,48.33976834,1.38996139,27.14285714,26.11111111,25.31746032,27.06349206,66.548,17.018,83.312,126.238,July,open,open,31.95876289,62,Lakeshore Park, 1498024.08277578)
MC,1,30,50,177,227,11,3,65,18,0,0,14,83,0,williams_creek,94.33962264,0.943396226,0.943396226,0,3.773584906,93.22709163,1.394422311,3.718459495,0,1.66002656,27.14285714,26.11111111,25.31746032,27.06349206,113.284,9.398,65.278,88.392,July,forest,forest,42.73127753,97,Meridian Cemetery, 1499678.40898073)
MV,1,30,0,19,19,12,12,0,0,0,0,24,0,0,tyson_park,56.81818182,6.818181818,36.36363636,0,0,50,21.4524207,25.04173623,3.338898164,0.166944908,27.14285714,26.11111111,25.31746032,27.06349206,78.994,10.922,105.156,118.11,July,forest,forest,126.3157895,24,Mary Vestal Park, 1500295.65327177)
SP,1,30,3,12,15,3,8,0,0,0,0,11,0,0,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,27.14285714,26.11111111,25.31746032,27.06349206,103.124,11.684,84.836,106.426,July,open,built,73.33333333,11,Spring Place Park, 1510216.251542)
SP,1,30,NA,NA,NA,3,8,0,0,0,0,NA,NA,NA,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,27.14285714,26.11111111,25.31746032,27.06349206,103.124,11.684,84.836,106.426,July,open,built,NA,NA,Spring Place Park, 1510216.251542)
SQ,1,30,10,298,308,30,18,2,6,0,0,48,8,0,walden_drive,0,38.67924528,13.20754717,48.11320755,0,23.43447385,21.23950936,13.16978696,42.09167205,0,27.14285714,26.11111111,25.31746032,27.06349206,66.548,17.018,83.312,126.238,July,open,forest,18.18181818,56,Seqoyah Park, 1498705.9364409)
ST,1,30,45,6,51,1,3,0,0,0,0,4,0,0,tyson_park,18.18181818,23.63636364,10.90909091,47.27272727,0,58.18298969,2.384020619,20.36082474,18.94329897,0.128865979,27.14285714,26.11111111,25.31746032,27.06349206,78.994,10.922,105.156,118.11,July,open,forest,7.843137255,4,Scottish River Pike Park, 1501030.66549389)
TM,1,30,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,walden_drive,2.040816327,14.28571429,83.67346939,0,0,1.399825022,15.04811899,80.75240595,0,0,27.14285714,26.11111111,25.31746032,27.06349206,66.548,17.018,83.312,126.238,July,built,built,NA,NA,Ten Mile Creek, 1496553.32936766)
TY,1,30,59,163,222,74,70,0,0,0,0,144,0,0,tyson_park,0,0,100,0,0,0.23364486,2.258566978,86.13707165,11.29283489,0.07788162,27.14285714,26.11111111,25.31746032,27.06349206,78.994,10.922,105.156,118.11,July,built,built,64.86486486,144,Tyson Park, 1501853.48003629)
TY,1,30,NA,NA,NA,74,70,0,0,0,0,NA,NA,NA,tyson_park,0,0,100,0,0,0.23364486,2.258566978,86.13707165,11.29283489,0.07788162,27.14285714,26.11111111,25.31746032,27.06349206,78.994,10.922,105.156,118.11,July,built,built,NA,NA,Tyson Park, 1501853.48003629)
UT,1,30,111,150,261,22,37,16,17,0,0,59,33,0,tyson_park,0,3.571428571,96.42857143,0,0,21.40077821,1.167315175,52.76264591,22.10116732,2.568093385,27.14285714,26.11111111,25.31746032,27.06349206,78.994,10.922,105.156,118.11,July,built,built,35.24904215,92,University of Tennessee Gardens, 1500888.65993141)
UT,1,30,NA,NA,NA,22,37,16,17,0,0,NA,NA,NA,tyson_park,0,3.571428571,96.42857143,0,0,21.40077821,1.167315175,52.76264591,22.10116732,2.568093385,27.14285714,26.11111111,25.31746032,27.06349206,78.994,10.922,105.156,118.11,July,built,built,NA,NA,University of Tennessee Gardens, 1500888.65993141)
WC,1,30,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,williams_creek,0,93.65079365,3.174603175,0,3.174603175,42.04946996,30.91872792,24.64664311,0,2.385159011,27.14285714,26.11111111,25.31746032,27.06349206,113.284,9.398,65.278,88.392,July,open,forest,NA,NA,Woodlawn Cemetery, 1500240.31061063)
WT,1,30,0,163,163,4,6,69,0,0,6,10,69,6,williams_creek,98.1981982,0.900900901,0.900900901,0,0,88.59872611,6.878980892,3.439490446,0,1.082802548,27.14285714,26.11111111,25.31746032,27.06349206,113.284,9.398,65.278,88.392,July,forest,forest,52.14723926,85,Williams Hastie Natural Area, 1500497.83772631)
WW,1,30,3,10,13,2,0,1,2,0,0,2,3,0,walden_drive,0,85.71428571,14.28571429,0,0,5.009451796,38.94139887,56.04914934,0,0,27.14285714,26.11111111,25.31746032,27.06349206,66.548,17.018,83.312,126.238,July,open,built,38.46153846,5,Westwood Park, 1499426.48965484)
AB,1,31,33,23,56,11,17,2,3,0,0,28,5,0,walden_drive,2.325581395,20.93023256,76.74418605,0,0,24.11764706,38.33333333,37.25490196,0,0.294117647,25.63492063,27.14285714,26.11111111,25.31746032,38.608,66.548,83.566,149.86,August,built,open,58.92857143,33,Ancient Burial Site (Rocky Hill Cemetery), 1495624.68655496)
BC,1,31,47,124,171,43,42,33,20,0,0,85,53,0,walden_drive,0,59,41,0,0,0.087642419,15.24978089,84.04907975,0,0.613496933,25.63492063,27.14285714,26.11111111,25.31746032,38.608,66.548,83.566,149.86,August,open,built,80.70175439,138,Bearden Cemetery, 1496741.90364521)
CC,1,31,65,86,151,24,30,6,2,0,0,54,8,0,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,25.63492063,27.14285714,26.11111111,25.31746032,40.132,113.284,122.682,178.562,August,built,built,41.05960265,62,Calvary Catholic Cemetery, 1504616.15010412)
CP,1,31,6,42,48,3,5,18,13,0,0,8,31,0,tyson_park,81.48148148,0,0,0,18.51851852,80.91603053,10.43256997,4.834605598,0,3.816793893,25.63492063,27.14285714,26.11111111,25.31746032,32.004,78.994,89.916,184.15,August,forest,forest,81.25,39,Charter E. Doyle Park, 1498602.50493119)
DH,1,31,59,60,119,39,34,0,0,0,0,73,0,0,walden_drive,0,8.695652174,89.13043478,0,0,1.608806097,17.95088908,80.35563082,0,0,25.63492063,27.14285714,26.11111111,25.31746032,38.608,66.548,83.566,149.86,August,built,built,61.34453782,73,Deane Hill Recreation Center, 1496935.67964537)
FR,1,31,0,71,71,17,6,24,33,0,0,23,57,0,williams_creek,82,0,0,16,2,64.6093237,3.939592909,11.09652003,12.60669731,7.747866054,25.63492063,27.14285714,26.11111111,25.31746032,40.132,113.284,122.682,178.562,August,forest,forest,112.6760563,80,Forks of the River Wildlife Management Area Parking, 1501315.62068991)
HG,1,31,17,94,111,4,8,26,22,0,2,12,48,2,tyson_park,97.34513274,1.769911504,0.884955752,0,0,58.22064057,10.88967972,17.15302491,13.52313167,0.213523132,25.63492063,27.14285714,26.11111111,25.31746032,32.004,78.994,89.916,184.15,August,forest,forest,55.85585586,62,High Grounds Park, 1500264.33133114)
HM,1,31,0,12,12,5,5,0,0,0,0,10,0,0,walden_drive,0,48.4375,51.5625,0,0,3.344768439,45.36878216,51.2864494,0,0,25.63492063,27.14285714,26.11111111,25.31746032,38.608,66.548,83.566,149.86,August,built,built,83.33333333,10,Highland Memorial Cemetery, 1499937.08609212)
HR,1,31,55,124,179,65,63,1,0,0,0,128,1,0,williams_creek,53.06122449,3.06122449,0,1.020408163,42.85714286,35.09833585,14.22087746,6.580937973,9.455370651,34.3419062,25.63492063,27.14285714,26.11111111,25.31746032,40.132,113.284,122.682,178.562,August,forest,forest,72.06703911,129,Holston River Park, 1505548.78487293)
IC,1,31,18,24,42,1,2,15,11,0,0,3,26,0,williams_creek,63.91752577,30.92783505,5.154639175,0,0,66.88500728,20.45123726,10.69868996,0.58224163,1.382823872,25.63492063,27.14285714,26.11111111,25.31746032,40.132,113.284,122.682,178.562,August,forest,forest,69.04761905,29,Ijams Crag Parking, 1502118.94569032)
LP,1,31,14,80,94,23,35,7,2,0,0,58,9,0,walden_drive,5.769230769,55.76923077,38.46153846,0,0,2.857142857,28.33976834,19.07335907,48.33976834,1.38996139,25.63492063,27.14285714,26.11111111,25.31746032,38.608,66.548,83.566,149.86,August,open,open,71.27659574,67,Lakeshore Park, 1498024.08277578)
MC,1,31,29,44,73,15,13,0,0,1,4,28,0,5,williams_creek,94.33962264,0.943396226,0.943396226,0,3.773584906,93.22709163,1.394422311,3.718459495,0,1.66002656,25.63492063,27.14285714,26.11111111,25.31746032,40.132,113.284,122.682,178.562,August,forest,forest,45.20547945,33,Meridian Cemetery, 1499678.40898073)
MV,1,31,55,94,149,32,40,52,48,0,0,72,100,0,tyson_park,56.81818182,6.818181818,36.36363636,0,0,50,21.4524207,25.04173623,3.338898164,0.166944908,25.63492063,27.14285714,26.11111111,25.31746032,32.004,78.994,89.916,184.15,August,forest,forest,115.4362416,172,Mary Vestal Park, 1500295.65327177)
SP,1,31,16,95,111,42,23,18,13,0,0,65,31,0,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,25.63492063,27.14285714,26.11111111,25.31746032,67.056,103.124,114.808,187.96,August,open,built,86.48648649,96,Spring Place Park, 1510216.251542)
SQ,1,31,0,30,30,17,20,2,0,0,0,37,2,0,walden_drive,0,38.67924528,13.20754717,48.11320755,0,23.43447385,21.23950936,13.16978696,42.09167205,0,25.63492063,27.14285714,26.11111111,25.31746032,38.608,66.548,83.566,149.86,August,open,forest,130,39,Seqoyah Park, 1498705.9364409)
ST,1,31,6,18,24,20,24,3,5,0,0,44,8,0,tyson_park,18.18181818,23.63636364,10.90909091,47.27272727,0,58.18298969,2.384020619,20.36082474,18.94329897,0.128865979,25.63492063,27.14285714,26.11111111,25.31746032,32.004,78.994,89.916,184.15,August,open,forest,216.6666667,52,Scottish River Pike Park, 1501030.66549389)
TM,1,31,78,168,246,58,43,17,6,0,0,101,23,0,walden_drive,2.040816327,14.28571429,83.67346939,0,0,1.399825022,15.04811899,80.75240595,0,0,25.63492063,27.14285714,26.11111111,25.31746032,38.608,66.548,83.566,149.86,August,built,built,50.40650407,124,Ten Mile Creek, 1496553.32936766)
TY,1,31,27,135,162,64,30,15,12,0,0,94,27,0,tyson_park,0,0,100,0,0,0.23364486,2.258566978,86.13707165,11.29283489,0.07788162,25.63492063,27.14285714,26.11111111,25.31746032,32.004,78.994,89.916,184.15,August,built,built,74.69135802,121,Tyson Park, 1501853.48003629)
UT,1,31,7,76,83,31,29,0,0,0,0,60,0,0,tyson_park,0,3.571428571,96.42857143,0,0,21.40077821,1.167315175,52.76264591,22.10116732,2.568093385,25.63492063,27.14285714,26.11111111,25.31746032,32.004,78.994,89.916,184.15,August,built,built,72.28915663,60,University of Tennessee Gardens, 1500888.65993141)
WC,1,31,30,172,202,0,0,0,0,0,0,0,0,0,williams_creek,0,93.65079365,3.174603175,0,3.174603175,42.04946996,30.91872792,24.64664311,0,2.385159011,25.63492063,27.14285714,26.11111111,25.31746032,40.132,113.284,122.682,178.562,August,open,forest,0,0,Woodlawn Cemetery, 1500240.31061063)
WT,1,31,0,14,14,0,2,7,7,0,0,2,14,0,williams_creek,98.1981982,0.900900901,0.900900901,0,0,88.59872611,6.878980892,3.439490446,0,1.082802548,25.63492063,27.14285714,26.11111111,25.31746032,40.132,113.284,122.682,178.562,August,forest,forest,114.2857143,16,Williams Hastie Natural Area, 1500497.83772631)
WW,1,31,NA,NA,NA,7,9,0,0,0,0,NA,NA,NA,walden_drive,0,85.71428571,14.28571429,0,0,5.009451796,38.94139887,56.04914934,0,0,25.63492063,27.14285714,26.11111111,25.31746032,38.608,66.548,83.566,149.86,August,open,built,NA,NA,Westwood Park, 1499426.48965484)
AB,1,32,143,420,563,68,59,9,3,0,0,127,12,0,walden_drive,2.325581395,20.93023256,76.74418605,0,0,24.11764706,38.33333333,37.25490196,0,0.294117647,25.47619048,25.63492063,27.14285714,26.11111111,29.21,38.608,105.156,122.174,August,built,open,24.68916519,139,Ancient Burial Site (Rocky Hill Cemetery), 1495624.68655496)
BC,1,32,5,41,46,14,5,0,1,0,0,19,1,0,walden_drive,0,59,41,0,0,0.087642419,15.24978089,84.04907975,0,0.613496933,25.47619048,25.63492063,27.14285714,26.11111111,29.21,38.608,105.156,122.174,August,open,built,43.47826087,20,Bearden Cemetery, 1496741.90364521)
CC,1,32,65,139,204,52,50,0,0,0,0,102,0,0,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,25.47619048,25.63492063,27.14285714,26.11111111,19.304,40.132,153.416,162.814,August,built,built,50,102,Calvary Catholic Cemetery, 1504616.15010412)
CP,1,32,101,435,536,30,24,43,37,0,0,54,80,0,tyson_park,81.48148148,0,0,0,18.51851852,80.91603053,10.43256997,4.834605598,0,3.816793893,25.47619048,25.63492063,27.14285714,26.11111111,6.35,32.004,110.998,121.92,August,forest,forest,25,134,Charter E. Doyle Park, 1498602.50493119)
DH,1,32,87,217,304,42,42,0,0,0,0,84,0,0,walden_drive,0,8.695652174,89.13043478,0,0,1.608806097,17.95088908,80.35563082,0,0,25.47619048,25.63492063,27.14285714,26.11111111,29.21,38.608,105.156,122.174,August,built,built,27.63157895,84,Deane Hill Recreation Center, 1496935.67964537)
FR,1,32,8,133,141,5,5,19,19,0,1,10,38,1,williams_creek,82,0,0,16,2,64.6093237,3.939592909,11.09652003,12.60669731,7.747866054,25.47619048,25.63492063,27.14285714,26.11111111,19.304,40.132,153.416,162.814,August,forest,forest,34.75177305,49,Forks of the River Wildlife Management Area Parking, 1501315.62068991)
HG,1,32,NA,NA,NA,2,0,0,0,0,0,NA,NA,NA,tyson_park,97.34513274,1.769911504,0.884955752,0,0,58.22064057,10.88967972,17.15302491,13.52313167,0.213523132,25.47619048,25.63492063,27.14285714,26.11111111,6.35,32.004,110.998,121.92,August,forest,forest,NA,NA,High Grounds Park, 1500264.33133114)
HM,1,32,57,305,362,48,77,0,0,0,0,125,0,0,walden_drive,0,48.4375,51.5625,0,0,3.344768439,45.36878216,51.2864494,0,0,25.47619048,25.63492063,27.14285714,26.11111111,29.21,38.608,105.156,122.174,August,built,built,34.53038674,125,Highland Memorial Cemetery, 1499937.08609212)
IC,1,32,0,273,273,2,0,37,49,0,0,2,86,0,williams_creek,63.91752577,30.92783505,5.154639175,0,0,66.88500728,20.45123726,10.69868996,0.58224163,1.382823872,25.47619048,25.63492063,27.14285714,26.11111111,19.304,40.132,153.416,162.814,August,forest,forest,32.23443223,88,Ijams Crag Parking, 1502118.94569032)
LP,1,32,8,172,180,63,48,1,0,0,0,111,1,0,walden_drive,5.769230769,55.76923077,38.46153846,0,0,2.857142857,28.33976834,19.07335907,48.33976834,1.38996139,25.47619048,25.63492063,27.14285714,26.11111111,29.21,38.608,105.156,122.174,August,open,open,62.22222222,112,Lakeshore Park, 1498024.08277578)
MC,1,32,112,574,686,57,43,12,16,0,0,100,28,0,williams_creek,94.33962264,0.943396226,0.943396226,0,3.773584906,93.22709163,1.394422311,3.718459495,0,1.66002656,25.47619048,25.63492063,27.14285714,26.11111111,19.304,40.132,153.416,162.814,August,forest,forest,18.65889213,128,Meridian Cemetery, 1499678.40898073)
MV,1,32,18,737,755,11,8,122,105,0,0,19,227,0,tyson_park,56.81818182,6.818181818,36.36363636,0,0,50,21.4524207,25.04173623,3.338898164,0.166944908,25.47619048,25.63492063,27.14285714,26.11111111,6.35,32.004,110.998,121.92,August,forest,forest,32.58278146,246,Mary Vestal Park, 1500295.65327177)
SP,1,32,16,34,50,16,8,0,0,0,0,24,0,0,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,25.47619048,25.63492063,27.14285714,26.11111111,39.37,67.056,170.18,181.864,August,open,built,48,24,Spring Place Park, 1510216.251542)
SQ,1,32,2,86,88,25,16,11,4,0,0,41,15,0,walden_drive,0,38.67924528,13.20754717,48.11320755,0,23.43447385,21.23950936,13.16978696,42.09167205,0,25.47619048,25.63492063,27.14285714,26.11111111,29.21,38.608,105.156,122.174,August,open,forest,63.63636364,56,Seqoyah Park, 1498705.9364409)
ST,1,32,104,488,592,61,45,5,3,0,0,106,8,0,tyson_park,18.18181818,23.63636364,10.90909091,47.27272727,0,58.18298969,2.384020619,20.36082474,18.94329897,0.128865979,25.47619048,25.63492063,27.14285714,26.11111111,6.35,32.004,110.998,121.92,August,open,forest,19.25675676,114,Scottish River Pike Park, 1501030.66549389)
TM,1,32,71,380,451,38,21,34,4,0,0,59,38,0,walden_drive,2.040816327,14.28571429,83.67346939,0,0,1.399825022,15.04811899,80.75240595,0,0,25.47619048,25.63492063,27.14285714,26.11111111,29.21,38.608,105.156,122.174,August,built,built,21.50776053,97,Ten Mile Creek, 1496553.32936766)
TY,1,32,31,115,146,38,30,0,0,0,0,68,0,0,tyson_park,0,0,100,0,0,0.23364486,2.258566978,86.13707165,11.29283489,0.07788162,25.47619048,25.63492063,27.14285714,26.11111111,6.35,32.004,110.998,121.92,August,built,built,46.57534247,68,Tyson Park, 1501853.48003629)
UT,1,32,40,130,170,35,19,0,0,0,0,54,0,0,tyson_park,0,3.571428571,96.42857143,0,0,21.40077821,1.167315175,52.76264591,22.10116732,2.568093385,25.47619048,25.63492063,27.14285714,26.11111111,6.35,32.004,110.998,121.92,August,built,built,31.76470588,54,University of Tennessee Gardens, 1500888.65993141)
WC,1,32,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,williams_creek,0,93.65079365,3.174603175,0,3.174603175,42.04946996,30.91872792,24.64664311,0,2.385159011,25.47619048,25.63492063,27.14285714,26.11111111,19.304,40.132,153.416,162.814,August,open,forest,NA,NA,Woodlawn Cemetery, 1500240.31061063)
WT,1,32,1,154,155,8,10,35,23,0,0,18,58,0,williams_creek,98.1981982,0.900900901,0.900900901,0,0,88.59872611,6.878980892,3.439490446,0,1.082802548,25.47619048,25.63492063,27.14285714,26.11111111,19.304,40.132,153.416,162.814,August,forest,forest,49.03225806,76,Williams Hastie Natural Area, 1500497.83772631)
WW,1,32,8,20,28,5,12,0,0,0,0,17,0,0,walden_drive,0,85.71428571,14.28571429,0,0,5.009451796,38.94139887,56.04914934,0,0,25.47619048,25.63492063,27.14285714,26.11111111,29.21,38.608,105.156,122.174,August,open,built,60.71428571,17,Westwood Park, 1499426.48965484)
AB,1,33,29,248,277,58,42,17,16,0,0,100,33,0,walden_drive,2.325581395,20.93023256,76.74418605,0,0,24.11764706,38.33333333,37.25490196,0,0.294117647,24.04761905,25.47619048,25.63492063,27.14285714,10.16,29.21,67.818,134.366,August,built,open,48.01444043,133,Ancient Burial Site (Rocky Hill Cemetery), 1495624.68655496)
BC,1,33,26,75,101,18,10,0,0,0,0,28,0,0,walden_drive,0,59,41,0,0,0.087642419,15.24978089,84.04907975,0,0.613496933,24.04761905,25.47619048,25.63492063,27.14285714,10.16,29.21,67.818,134.366,August,open,built,27.72277228,28,Bearden Cemetery, 1496741.90364521)
CC,1,33,42,235,277,73,29,0,0,0,0,102,0,0,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,24.04761905,25.47619048,25.63492063,27.14285714,4.572,19.304,59.436,172.72,August,built,built,36.82310469,102,Calvary Catholic Cemetery, 1504616.15010412)
CP,1,33,32,155,187,28,26,32,41,0,0,54,73,0,tyson_park,81.48148148,0,0,0,18.51851852,80.91603053,10.43256997,4.834605598,0,3.816793893,24.04761905,25.47619048,25.63492063,27.14285714,3.556,6.35,38.354,117.348,August,forest,forest,67.9144385,127,Charter E. Doyle Park, 1498602.50493119)
DH,1,33,3,40,43,16,10,0,0,0,0,26,0,0,walden_drive,0,8.695652174,89.13043478,0,0,1.608806097,17.95088908,80.35563082,0,0,24.04761905,25.47619048,25.63492063,27.14285714,10.16,29.21,67.818,134.366,August,built,built,60.46511628,26,Deane Hill Recreation Center, 1496935.67964537)
FR,1,33,4,275,279,16,23,28,39,1,5,39,67,6,williams_creek,82,0,0,16,2,64.6093237,3.939592909,11.09652003,12.60669731,7.747866054,24.04761905,25.47619048,25.63492063,27.14285714,4.572,19.304,59.436,172.72,August,forest,forest,40.14336918,112,Forks of the River Wildlife Management Area Parking, 1501315.62068991)
HG,1,33,38,327,365,38,21,132,87,0,0,59,219,0,tyson_park,97.34513274,1.769911504,0.884955752,0,0,58.22064057,10.88967972,17.15302491,13.52313167,0.213523132,24.04761905,25.47619048,25.63492063,27.14285714,3.556,6.35,38.354,117.348,August,forest,forest,76.16438356,278,High Grounds Park, 1500264.33133114)
HM,1,33,1,21,22,65,18,0,0,0,0,83,0,0,walden_drive,0,48.4375,51.5625,0,0,3.344768439,45.36878216,51.2864494,0,0,24.04761905,25.47619048,25.63492063,27.14285714,10.16,29.21,67.818,134.366,August,built,built,377.2727273,83,Highland Memorial Cemetery, 1499937.08609212)
IC,1,33,0,162,162,1,0,50,65,0,0,1,115,0,williams_creek,63.91752577,30.92783505,5.154639175,0,0,66.88500728,20.45123726,10.69868996,0.58224163,1.382823872,24.04761905,25.47619048,25.63492063,27.14285714,4.572,19.304,59.436,172.72,August,forest,forest,71.60493827,116,Ijams Crag Parking, 1502118.94569032)
LP,1,33,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,walden_drive,5.769230769,55.76923077,38.46153846,0,0,2.857142857,28.33976834,19.07335907,48.33976834,1.38996139,24.04761905,25.47619048,25.63492063,27.14285714,10.16,29.21,67.818,134.366,August,open,open,NA,NA,Lakeshore Park, 1498024.08277578)
MC,1,33,17,198,215,19,34,19,30,0,0,53,49,0,williams_creek,94.33962264,0.943396226,0.943396226,0,3.773584906,93.22709163,1.394422311,3.718459495,0,1.66002656,24.04761905,25.47619048,25.63492063,27.14285714,4.572,19.304,59.436,172.72,August,forest,forest,47.44186047,102,Meridian Cemetery, 1499678.40898073)
MV,1,33,2,108,110,4,0,48,37,0,0,4,85,0,tyson_park,56.81818182,6.818181818,36.36363636,0,0,50,21.4524207,25.04173623,3.338898164,0.166944908,24.04761905,25.47619048,25.63492063,27.14285714,3.556,6.35,38.354,117.348,August,forest,forest,80.90909091,89,Mary Vestal Park, 1500295.65327177)
SP,1,33,6,14,20,8,12,1,0,0,0,20,1,0,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,24.04761905,25.47619048,25.63492063,27.14285714,2.54,39.37,106.426,209.55,August,open,built,105,21,Spring Place Park, 1510216.251542)
